구,행정동,시설번호,시설유형,실내_실외,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
분당구,수내1동,16200.0,주택단지,실외,분당파크타운아파트 138동,경기도 성남시 분당구 내정로 152,117,1993-05-28,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-01,Y,Y,N,031-719-1351,2025-07-05
분당구,수내1동,16201.0,주택단지,실외,분당파크타운아파트 141동,경기도 성남시 분당구 내정로 152,312.47,1993-05-28,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-01,Y,Y,N,031-719-1351,2025-07-05
분당구,금곡동,16202.0,주택단지,실외,청솔계룡아파트 107동옆 놀이터,경기도 성남시 분당구 정자일로 30,700,2011-11-30,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,031-713-1403,2025-07-05
분당구,금곡동,16203.0,주택단지,실외,청솔계룡아파트 111동옆 놀이터,경기도 성남시 분당구 정자일로 30,600,2011-11-30,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,031-713-1403,2025-07-05
분당구,정자동,16205.0,주택단지,실외,한솔마을4단지 주공아파트 411동,경기도 성남시 분당구 백현로 206,166,2005-06-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-11,Y,Y,N,031-8017-3008,2025-07-05
분당구,정자동,16206.0,주택단지,실외,한솔마을4단지 주공아파트 412동,경기도 성남시 분당구 백현로 206,166,1994-10-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-11,Y,Y,N,031-8017-3008,2025-07-05
분당구,백현동,16207.0,주택단지,실외,백현마을 9단지 휴먼시아 (901동 앞),경기도 성남시 분당구 판교역로 49,111,2009-08-26,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-07-20,Y,Y,N,031-8017-3008,2025-07-05
분당구,백현동,16208.0,주택단지,실외,백현마을 9단지 휴먼시아 (913동 앞),경기도 성남시 분당구 판교역로 49,111,2009-08-26,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-07-20,Y,Y,N,031-8017-3008,2025-07-05
분당구,백현동,16209.0,주택단지,실외,백현마을 9단지 휴먼시아 (910동 앞),경기도 성남시 분당구 판교역로 49,,2009-08-26,민간,흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(고무바닥재)(1),2023-07-20,Y,Y,N,031-704-2599,2025-07-05
분당구,백현동,16210.0,주택단지,실외,백현마을 9단지 휴먼시아 (907동 앞),경기도 성남시 분당구 판교역로 49,504.94,2009-08-26,민간,미끄럼틀(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-07-20,Y,Y,N,031-715-5901,2025-07-05
분당구,야탑2동,16212.0,주택단지,실외,목련마을 대원빌라 1단지,경기도 성남시 분당구 야탑로245번길 11,340,2007-11-08,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-30,Y,N,N,031-701-7651,2025-07-05
분당구,야탑2동,16213.0,주택단지,실외,아이파크 야탑,경기도 성남시 분당구 야탑로 125,500,2003-11-10,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-12-13,Y,N,N,031-701-7651,2025-07-05
분당구,서현1동,16214.0,주택단지,실외,효자촌 임광 (302동 옆),경기도 성남시 분당구 불정로 397,360,1992-07-01,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-24,Y,N,N,031-701-7651,2025-07-05
분당구,서현1동,16215.0,주택단지,실외,효자촌 임광 (308동 앞),경기도 성남시 분당구 불정로 397,263,1992-07-01,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-24,Y,N,N,031-713-2091,2025-07-05
분당구,서현1동,16216.0,주택단지,실외,효자촌 임광 (315동 옆),경기도 성남시 분당구 불정로 397,259,1992-07-01,민간,그네(1)+회전놀이기구(1)+흔들놀이기구(2)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-24,Y,Y,N,031-713-2091,2025-07-05
분당구,수내1동,16217.0,주택단지,실외,양지한양아파트 (510동 옆),경기도 성남시 분당구 내정로165번길 35,552,2005-12-31,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-11-10,Y,Y,N,031-717-1197,2025-07-05
분당구,수내1동,16218.0,주택단지,실외,양지한양아파트 (508동 앞),경기도 성남시 분당구 내정로165번길 35,340,2005-12-31,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-10,Y,Y,N,031-715-0403,2025-07-05
분당구,정자2동,16219.0,주택단지,실외,정든마을 한진6단지아파트,경기도 성남시 분당구 내정로 24,328,2006-10-13,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-28,Y,N,N,031-715-0403,2025-07-05
분당구,구미동,16220.0,주택단지,실외,까치마을 주공2단지 201동 앞,경기도 성남시 분당구 미금일로 22,430,1995-11-27,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-20,Y,Y,N,031-717-4609,2025-07-05
분당구,구미동,16221.0,주택단지,실외,까치마을 주공2단지 203동 앞,경기도 성남시 분당구 미금일로 22,710,1995-11-27,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-20,Y,Y,N,031-704-6738,2025-07-05
분당구,구미동,16222.0,주택단지,실외,무지개마을 금강아파트 놀이터,경기도 성남시 분당구 미금로22번길 9,460,1995-06-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-31,Y,Y,N,031-704-6738,2025-07-05
분당구,야탑2동,16226.0,주택단지,실외,장미마을 동부아파트 (113동 옆),경기도 성남시 분당구 장미로 55,268,2006-11-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+기타(1)+충격흡수용표면재(모래)(1),2022-12-02,Y,Y,N,031-707-0127,2025-07-05
분당구,야탑2동,16227.0,주택단지,실외,장미마을 동부아파트 (136동 뒤),경기도 성남시 분당구 장미로 55,306,2006-11-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+기타(1)+충격흡수용표면재(모래)(1),2022-12-02,Y,Y,N,031-716-9155,2025-07-05
분당구,야탑2동,16232.0,주택단지,실외,야탑 진흥W파크아파트,경기도 성남시 분당구 야탑로 162,353,2005-05-21,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-10-24,Y,Y,N,02-2152-7501,2025-07-05
분당구,금곡동,16234.0,주택단지,실외,청솔마을 화인아파트 208동 옆 놀이터,경기도 성남시 분당구 정자일로 46,381,1995-11-04,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-08,Y,Y,N,02-2152-7501,2025-07-05
분당구,정자1동,16235.0,주택단지,실외,한솔마을 청구아파트 (107동 옆),경기도 성남시 분당구 불정로 219,485,1994-04-30,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,Y,N,02-2152-7501,2025-07-05
분당구,정자1동,16236.0,주택단지,실외,한솔마을 청구아파트 (110동 앞),경기도 성남시 분당구 불정로 219,238.73,1994-04-30,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,Y,N,031-717-0912,2025-07-05
분당구,정자1동,16237.0,주택단지,실외,한솔마을 청구아파트 (116동 옆),경기도 성남시 분당구 불정로 219,3255,1994-04-30,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-11,Y,N,N,031-707-7841,2025-07-05
분당구,구미동,16238.0,주택단지,실외,까치마을 건영빌라5단지  501~2동앞,경기도 성남시 분당구 미금일로 136,302,2007-11-28,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-26,Y,N,N,02-470-9471,2025-07-05
분당구,야탑3동,16239.0,주택단지,실외,목련마을 한일아파트 303동,경기도 성남시 분당구 판교로 645,317,1995-10-31,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-22,Y,N,N,02-470-9471,2025-07-05
분당구,이매2동,16240.0,주택단지,실외,분당 이매촌 삼환아파트 (1101동 1102동사이),경기도 성남시 분당구 양현로 220,302,1994-09-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2022-09-13,Y,N,N,02-470-9471,2025-07-05
분당구,이매2동,16241.0,주택단지,실외,분당 이매촌 삼환아파트 (1102동 1110동사이),경기도 성남시 분당구 양현로 220,872,1994-09-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-08-23,Y,Y,N,02-420-0121,2025-07-05
분당구,이매2동,16242.0,주택단지,실외,분당 이매촌 삼환아파트 (1106동 1107동사이),경기도 성남시 분당구 양현로 220,442,1994-09-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2022-09-13,Y,Y,N,031-705-3868,2025-07-05
분당구,이매1동,16245.0,주택단지,실외,이매금강아파트 104동 앞 놀이터,경기도 성남시 분당구 서현로 177,431,1992-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-21,Y,Y,N,031-293-8401,2025-07-05
분당구,서현1동,16246.0,주택단지,실외,효자촌미래타운 아파트,경기도 성남시 분당구 불정로386번길 10,680,1994-08-30,민간,그네(1)+흔들놀이기구(1)+충격흡수용표면재(모래)(1),2022-11-21,Y,Y,N,031-293-8401,2025-07-05
분당구,야탑3동,16247.0,주택단지,실외,장미마을 현대아파트 (803동 뒤) 제1놀이터,경기도 성남시 분당구 장미로 101,569,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,031-293-8401,2025-07-05
분당구,야탑3동,16248.0,주택단지,실외,장미마을 현대아파트 (810동 앞) 제2놀이터,경기도 성남시 분당구 장미로 101,301,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,031-293-8401,2025-07-05
분당구,야탑3동,16249.0,주택단지,실외,장미마을 현대아파트 (827동 뒤) 제3놀이터,경기도 성남시 분당구 장미로 101,296,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,031-293-8401,2025-07-05
분당구,야탑3동,16250.0,주택단지,실외,장미마을 현대아파트 (823동 824동 사이) 제4놀이터,경기도 성남시 분당구 장미로 101,262,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,031-293-8401,2025-07-05
분당구,야탑3동,16251.0,주택단지,실외,장미마을 현대아파트 (833동 뒤) 제5놀이터,경기도 성남시 분당구 장미로 101,483.67,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,031-717-4847,2025-07-05
분당구,야탑3동,16252.0,주택단지,실외,장미마을 현대아파트 (836동 837동 사이) 제6놀이터,경기도 성남시 분당구 장미로 101,400.2,1993-04-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,Y,N,031-713-1379,2025-07-05
분당구,구미동,16253.0,주택단지,실외,무지개마을건영3차 놀이터,경기도 성남시 분당구 구미로 115,521.13,1995-03-31,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,031-713-1379,2025-07-05
분당구,금곡동,16254.0,주택단지,실외,청솔마을 대원 (803동 뒤),경기도 성남시 분당구 미금로 215,396,2006-12-11,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-09,Y,Y,N,031-713-1379,2025-07-05
분당구,금곡동,16255.0,주택단지,실외,청솔마을 대원 (808동 옆),경기도 성남시 분당구 미금로 215,380,2006-12-11,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-09,Y,Y,N,031-715-1939,2025-07-05
분당구,금곡동,16256.0,주택단지,실외,청솔마을 대원 (814동 뒤),경기도 성남시 분당구 미금로 215,460,2006-12-11,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-09,Y,Y,N,02-864-8475,2025-07-05
분당구,구미동,16257.0,주택단지,실외,무지개마을 동아아파트 903동 옆 놀이터,경기도 성남시 분당구 구미로144번길 8,607,1995-06-26,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-08-26,Y,Y,N,02-864-8475,2025-07-05
분당구,판교동,16258.0,주택단지,실외,판교원마을 5단지 (504동 앞),경기도 성남시 분당구 판교원로 207,184,2009-09-01,민간,그네(1)+조합놀이대(1)+기타(3)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-13,Y,Y,N,02-864-8475,2025-07-05
분당구,판교동,16259.0,주택단지,실외,판교원마을 5단지 (505동 앞),경기도 성남시 분당구 판교원로 207,226,2009-09-01,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-13,Y,Y,N,031-709-8061,2025-07-05
분당구,판교동,16260.0,주택단지,실외,판교원마을 5단지 (502동 앞),경기도 성남시 분당구 판교원로 207,176.52,2009-09-01,민간,흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-13,Y,Y,N,031-709-8061,2025-07-05
분당구,서현1동,16261.0,주택단지,실외,시범단지 현대아파트 (407동),경기도 성남시 분당구 중앙공원로 20,209,2003-02-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,Y,N,031-709-8061,2025-07-05
분당구,서현1동,16262.0,주택단지,실외,시범단지 현대아파트 (409동),경기도 성남시 분당구 중앙공원로 20,254.31,2005-04-28,민간,그네(1)+정글짐(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,031-709-8061,2025-07-05
분당구,서현1동,16263.0,주택단지,실외,시범단지 현대아파트 (414동),경기도 성남시 분당구 중앙공원로 20,254,2005-04-28,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,031-709-8061,2025-07-05
분당구,서현1동,16264.0,주택단지,실외,시범단지 현대아파트 (411동),경기도 성남시 분당구 중앙공원로 20,161,2004-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,031-709-8061,2025-07-05
분당구,서현1동,16265.0,주택단지,실외,시범단지 현대아파트 (418동),경기도 성남시 분당구 중앙공원로 20,379,2005-04-28,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,N,N,031-709-8061,2025-07-05
분당구,서현1동,16266.0,주택단지,실외,시범단지 현대아파트 (422동),경기도 성남시 분당구 중앙공원로 20,300,1992-09-30,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,Y,N,,2025-07-05
분당구,서현1동,16268.0,주택단지,실외,시범단지 현대아파트 (426동),경기도 성남시 분당구 중앙공원로 20,322,1992-09-30,민간,그네(1)+정글짐(1)+회전놀이기구(1)+흔들놀이기구(3)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-09-02,Y,Y,N,,2025-07-05
분당구,구미동,16269.0,주택단지,실외,무지개마을 대림아파트 (103동),경기도 성남시 분당구 미금로 23,380,1995-07-07,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-13,Y,Y,N,,2025-07-05
분당구,구미동,16270.0,주택단지,실외,무지개마을 대림아파트 (104동),경기도 성남시 분당구 미금로 23,,1995-07-07,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-13,Y,Y,N,031-702-4017,2025-07-05
분당구,구미동,16271.0,주택단지,실외,무지개마을 대림아파트 (110동),경기도 성남시 분당구 미금로 23,318.48,1995-07-07,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-13,Y,Y,N,031-706-9723,2025-07-05
분당구,분당동,16272.0,주택단지,실외,장안타운건영2차아파트 103동,경기도 성남시 분당구 장안로25번길 28,237.35,1994-05-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-11,Y,Y,N,031-706-9723,2025-07-05
분당구,야탑3동,16273.0,주택단지,실외,매화마을 건영빌라 어린이놀이터1 (919동),경기도 성남시 분당구 벌말로30번길 32,319.5,1995-01-27,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-22,Y,Y,N,031-718-2555,2025-07-05
분당구,야탑3동,16274.0,주택단지,실외,매화마을 건영빌라 어린이놀이터2 (922동),경기도 성남시 분당구 벌말로30번길 32,360,1995-01-27,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-22,Y,Y,N,031-718-2555,2025-07-05
분당구,금곡동,16275.0,주택단지,실외,청솔마을 서광영남아파트 (101동),경기도 성남시 분당구 성남대로171번길 8,374,2012-01-01,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-23,Y,Y,N,031-781-2894,2025-07-05
분당구,금곡동,16276.0,주택단지,실외,청솔마을 서광영남아파트 (104동),경기도 성남시 분당구 성남대로171번길 8,,2012-01-01,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-23,Y,Y,N,031-703-1397,2025-07-05
분당구,이매1동,16281.0,주택단지,실외,이매촌포스파크연립,경기도 성남시 분당구 이매로123번길 12,464,2003-07-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-10-16,Y,Y,N,031-703-4883,2025-07-05
분당구,이매1동,16282.0,주택단지,실외,이매촌 성지아파트 701동,경기도 성남시 분당구 이매로 54,274.1,1992-09-28,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-08,Y,Y,N,031-702-6976,2025-07-05
분당구,야탑3동,16283.0,주택단지,실외,목련마을 한신아파트,경기도 성남시 분당구 판교로 627,305.1,2005-10-01,민간,그네(1)+정글짐(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-13,Y,Y,N,031-702-6976,2025-07-05
분당구,분당동,16291.0,주택단지,실외,샛별마을 우방아파트 305동 옆 놀이터,경기도 성남시 분당구 수내로 181,440.8,1994-03-21,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-30,Y,Y,N,031-702-6976,2025-07-05
분당구,분당동,16292.0,주택단지,실외,샛별마을 우방아파트 관리동 옆 놀이터,경기도 성남시 분당구 수내로 181,410,1994-03-21,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-30,Y,Y,N,02-415-3538,2025-07-05
분당구,분당동,16293.0,주택단지,실외,샛별마을 우방아파트 310동 뒤 놀이터,경기도 성남시 분당구 수내로 181,660,1994-03-21,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-30,Y,Y,N,031-703-0548,2025-07-05
분당구,구미동,16294.0,주택단지,실외,무지개마을 제일아파트,경기도 성남시 분당구 구미로144번길 7,660,1995-07-27,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-30,Y,Y,N,031-703-0548,2025-07-05
분당구,야탑2동,16295.0,주택단지,실외,탑마을선경아파트 놀이터(2),경기도 성남시 분당구 야탑로 20,672,2013-08-01,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-27,Y,Y,N,031-706-2108,2025-07-05
분당구,야탑2동,16296.0,주택단지,실외,탑마을선경아파트 놀이터(1),경기도 성남시 분당구 야탑로 20,342,2013-08-01,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-27,Y,Y,N,031-706-2108,2025-07-05
분당구,야탑3동,16297.0,주택단지,실외,탑마을 경남아너스빌 (703 옆),경기도 성남시 분당구 판교로 519,462,2005-10-07,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(고무바닥재)(1),2024-07-04,Y,Y,N,031-702-1480,2025-07-05
분당구,야탑3동,16298.0,주택단지,실외,탑마을 경남아너스빌 (716 옆),경기도 성남시 분당구 판교로 519,712.5,2005-10-07,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-25,Y,Y,N,031-711-3378,2025-07-05
분당구,야탑3동,16299.0,주택단지,실외,매화마을 현대벽산빌라,경기도 성남시 분당구 벌말로50번길 27,425,1994-11-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-09-01,Y,Y,N,031-711-3378,2025-07-05
분당구,수내1동,16300.0,주택단지,실외,양지마을 청구아파트 제1놀이터 (201동 앞),경기도 성남시 분당구 내정로 185,361.08,2007-11-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-04,Y,Y,N,031-711-3378,2025-07-05
분당구,수내1동,16301.0,주택단지,실외,양지마을 청구아파트 제2놀이터 (207동 앞),경기도 성남시 분당구 내정로 185,398,2007-11-29,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-04,Y,Y,N,031-705-3561,2025-07-05
분당구,수내1동,16302.0,주택단지,실외,양지마을 청구아파트 제3놀이터 (601동),경기도 성남시 분당구 내정로 185,398,2007-11-29,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-04,Y,Y,N,031-705-3561,2025-07-05
분당구,야탑2동,16303.0,주택단지,실외,탑마을 벽산아파트 (어린이놀이터 1),경기도 성남시 분당구 야탑로 124,,1994-02-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-08-08,Y,N,N,031-701-8295,2025-07-05
분당구,야탑2동,16304.0,주택단지,실외,탑마을 벽산아파트 (어린이놀이터 2),경기도 성남시 분당구 야탑로 124,400,1994-02-24,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-08,Y,Y,N,031-707-6647,2025-07-05
분당구,서현1동,16305.0,주택단지,실외,시범단지 삼성한신아파트 102동,경기도 성남시 분당구 중앙공원로 53,370,1991-09-30,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-11-29,Y,Y,N,031-707-6647,2025-07-05
분당구,야탑2동,16306.0,주택단지,실외,매화마을 공무원 아파트 101동옆,경기도 성남시 분당구 매화로 92,402.4,1995-12-25,민간,흔들놀이기구(2)+철봉(1)+충격흡수용표면재(모래)(1),2022-11-10,Y,Y,N,031-701-6001,2025-07-05
분당구,야탑2동,16307.0,주택단지,실외,매화마을 공무원 아파트 104동옆,경기도 성남시 분당구 매화로 92,336.8,1995-12-25,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-10,Y,Y,N,031-701-6004,2025-07-05
분당구,분당동,16308.0,주택단지,실외,샛별마을 동성아파트 (202동),경기도 성남시 분당구 분당로 212,334.4,2006-11-23,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-05-04,Y,Y,N,031-701-6004,2025-07-05
분당구,분당동,16309.0,주택단지,실외,샛별마을 동성아파트 (206동),경기도 성남시 분당구 분당로 212,369.23,2006-11-23,민간,흔들놀이기구(1)+충격흡수용표면재(모래)(1),2023-05-04,Y,Y,N,031-781-9831,2025-07-05
분당구,분당동,16310.0,주택단지,실외,샛별마을 동성아파트 (208동),경기도 성남시 분당구 분당로 212,316,2006-11-23,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-05-04,Y,Y,N,02-864-8475,2025-07-05
분당구,야탑2동,16311.0,주택단지,실외,분당 동원로얄듀크아파트,경기도 성남시 분당구 돌마로 908,502,2003-09-05,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-10-16,Y,Y,N,02-864-8475,2025-07-05
분당구,이매2동,16312.0,주택단지,실외,이매 9단지 동신아파트 (903동),경기도 성남시 분당구 양현로166번길 20,517,1990-12-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,031-718-0735,2025-07-05
분당구,이매2동,16313.0,주택단지,실외,이매 9단지 동신아파트 (909동),경기도 성남시 분당구 양현로166번길 20,310,1990-12-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-02,Y,Y,N,031-718-0735,2025-07-05
분당구,구미동,16314.0,주택단지,실외,무지개마을 청구아파트 놀이터 (510동),경기도 성남시 분당구 무지개로 144,340,1995-06-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-07,Y,Y,N,031-718-0735,2025-07-05
분당구,구미동,16315.0,주택단지,실외,무지개마을 청구아파트 놀이터 (513동),경기도 성남시 분당구 무지개로 144,400,1995-06-01,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-07,Y,Y,N,,2025-07-05
분당구,구미동,16316.0,주택단지,실외,무지개마을 청구아파트 놀이터 (503동),경기도 성남시 분당구 무지개로 144,431,1995-06-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-11-07,Y,Y,N,,2025-07-05
