시설번호,시설유형,실내_실외,구,동,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
23879,도시공원,실외,분당구,백현동,정자목(판교14호) 어린이공원,경기도 성남시 분당구 백현동 571,120,2009-12-04,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-13,Y,Y,N,02-6400-0655,2025-07-05
23880,도시공원,실외,분당구,백현동,보물섬(판교15호) 어린이공원,경기도 성남시 분당구 백현동 584,,2009-12-04,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+스페이스네트(1)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2022-10-17,Y,Y,N,031-729-4612,2025-07-05
24329,어린이집,실내,분당구,정자동,SK주식회사 늘푸른어린이집 놀이시설,경기도 성남시 분당구 성남대로343번길 9,,2010-02-12,민간,조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2024-04-16,Y,Y,N,031-729-7386,2025-07-05
24682,공공도서관,실외,분당구,야탑동,도서관사업소 놀이터(2),경기도 성남시 분당구 판교로 546,729,2008-07-13,공공,그네(1)+흔들놀이기구(3)+충격흡수용표면재(고무바닥재)(1),2022-10-31,Y,Y,N,031-729-7462,2025-07-05
24823,도시공원,실외,분당구,이매동,누엣길(26호) 어린이공원,경기도 성남시 분당구 이매동 125,,2008-07-29,공공,그네(1)+회전놀이기구(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,031-729-5580,2025-07-05
24833,도시공원,실외,분당구,수내동,내정(45호) 어린이공원,경기도 성남시 분당구 수내동 62,,2008-07-29,공공,그네(1)+흔들놀이기구(4)+조합놀이대(2)+충격흡수용표면재(모래)(1),2022-10-17,Y,Y,N,031-308-0405,2025-07-05
24838,어린이집,실외,수정구,신흥동,수정구청 직장어린이집 놀이터,경기도 성남시 수정구 수정로 283,,2008-07-29,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-10,Y,Y,N,031-8017-9905,2025-07-05
24961,도시공원,실외,분당구,판교동,미르(판교7호) 어린이공원,경기도 성남시 분당구 판교동 547,256,2010-10-08,공공,그네(1)+미끄럼틀(1)+흔들놀이기구(2)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1),2023-06-22,Y,Y,N,,2025-07-05
25134,주택단지,실외,분당구,운중동,산운마을2단지 월든힐스아파트 208동 옆 놀이터,경기도 성남시 분당구 산운로 37,130,2010-10-11,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-11-04,Y,Y,N,032-450-5663,2025-07-05
26076,어린이집,실외,수정구,태평동,태평제일어린이집 놀이터(공공),경기도 성남시 수정구 공원로 415,288,2010-09-15,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-14,Y,Y,N,031-703-4131,2025-07-05
26366,주택단지,실외,분당구,야탑동,목련마을 미원빌라 놀이터,경기도 성남시 분당구 야탑로231번길 45,,2008-10-20,민간,그네(1)+정글짐(1)+충격흡수용표면재(모래)(1),2023-04-07,Y,Y,N,031-742-4549,2025-07-05
26805,어린이집,실외,중원구,상대원,대림어린이집 놀이터,경기도 성남시 중원구 금상로 88-1,177.5,2010-03-19,민간,흔들놀이기구(4)+충격흡수용표면재(고무바닥재)(1),2024-03-12,Y,Y,N,031-729-4272,2025-07-05
26877,도시공원,실외,수정구,단대동,양지공원 놀이터(3),경기도 성남시 수정구 단대동 6985-14,46,2010-06-01,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-07-27,Y,Y,N,,2025-07-05
27323,도시공원,실외,분당구,야탑동,탑골(16호) 어린이공원,경기도 성남시 분당구 야탑동 521,,2010-03-30,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-01-15,Y,Y,N,,2025-07-05
27580,어린이집,실내,중원구,여수동,성남시청 직장어린이집 실내놀이터,경기도 성남시 중원구 성남대로 997,,2010-04-14,공공,조합놀이대(1)+충격흡수용표면재(기타바닥재)(1),2023-12-11,Y,Y,N,031-667-9492,2025-07-05
28042,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1307동,경기도 성남시 분당구 판교원로82번길 30,,2010-05-25,민간,흔들놀이기구(1)+조합놀이대(2)+기타(1)+충격흡수용표면재(포설도포바닥재)(1)+충격흡수용표면재(기타바닥재)(1),2024-06-13,Y,Y,N,,2025-07-05
28043,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1302동,경기도 성남시 분당구 판교원로82번길 30,,2010-05-25,민간,그네(1)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1)+충격흡수용표면재(기타바닥재)(1),2024-06-13,Y,Y,N,042-485-4234,2025-07-05
28044,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1310동,경기도 성남시 분당구 판교원로82번길 30,280,2010-05-25,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-13,Y,Y,N,031-8016-9012,2025-07-05
28284,주택단지,실외,분당구,운중동,산운마을13단지 데시앙 1312동,경기도 성남시 분당구 판교원로82번길 30,,2010-05-25,민간,흔들놀이기구(2)+조합놀이대(1)+기타(1)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2024-06-13,Y,Y,N,031-8017-3371,2025-07-05
28447,어린이집,실외,분당구,삼평동,삼평어린이집 놀이터(공공),경기도 성남시 분당구 동판교로 268,,2010-03-11,공공,흔들놀이기구(5)+조합놀이대(2)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2024-02-13,Y,Y,N,031-8017-3371,2025-07-05
28547,주택단지,실외,분당구,운중동,산운마을7단지아파트 702동 앞 놀이터1,경기도 성남시 분당구 산운로 135,292,2010-05-28,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-03,Y,Y,N,031-729-7462,2025-07-05
28548,주택단지,실외,분당구,운중동,산운마을7단지아파트 711동 앞 놀이터,경기도 성남시 분당구 산운로 135,,2010-06-08,민간,흔들놀이기구(3)+오르는기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-03,Y,Y,N,031-729-7462,2025-07-05
28708,도시공원,실외,분당구,분당동,안말(38호) 어린이공원,경기도 성남시 분당구 분당동 194-3,,2008-12-01,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,031-729-7462,2025-07-05
28766,도시공원,실외,분당구,구미동,무지개(73호) 어린이공원,경기도 성남시 분당구 구미동 230,,2009-02-02,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-12-26,Y,Y,N,031-729-7462,2025-07-05
28767,도시공원,실외,분당구,정자동,늘푸른(56호) 어린이공원,경기도 성남시 분당구 정자동 182,,2009-02-02,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2024-02-02,Y,N,N,,2025-07-05
28960,도시공원,실외,분당구,구미동,벌말(60호) 어린이공원,경기도 성남시 분당구 구미1동 51,80,2008-11-27,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-10,Y,N,N,031-717-8422,2025-07-05
29046,주택단지,실외,분당구,운중동,산운마을5단지 한성필하우스 101동 앞 놀이터,경기도 성남시 분당구 산운로 97,,2009-02-26,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-01-19,Y,N,N,031-705-3036,2025-07-05
29097,주택단지,실외,분당구,구미동,"까치마을 건영빌라3,6단지 3단지(302동 앞)",경기도 성남시 분당구 미금일로 122,,1995-06-07,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-05,Y,N,N,,2025-07-05
29219,주택단지,실외,분당구,야탑동,탑마을주공8단지 관리동앞 놀이터,경기도 성남시 분당구 매화로 12,,2008-11-10,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-21,Y,Y,N,,2025-07-05
29582,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을5단지 504동 놀이터,경기도 성남시 중원구 도촌북로 78,276.8,2009-02-16,민간,흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-23,Y,Y,N,031-729-4274,2025-07-05
29583,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을5단지 506동 놀이터,경기도 성남시 중원구 도촌북로 78,,2009-02-16,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-01-27,Y,Y,N,031-729-4274,2025-07-05
29906,도시공원,실외,중원구,은행동,은행공원 놀이터,경기도 성남시 중원구 은행동 199-1,2905,2008-12-10,공공,그네(1)+공중놀이기구(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-29,Y,Y,N,031-729-6455,2025-07-05
29950,도시공원,실외,중원구,중앙동,대원공원 축복놀이터,경기도 성남시 중원구 중앙동 2169,,2006-01-01,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-26,Y,Y,N,,2025-07-05
29967,도시공원,실외,중원구,중앙동,대원공원 햇빛 물이용놀이터,경기도 성남시 중원구 중앙동 1436,,2006-10-25,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+물이용놀이기구(조합놀이대형)(1)+물이용놀이기구(기타)+ 단품)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-10,Y,Y,Y,,2025-07-05
29969,도시공원,실외,중원구,은행동,은행2동 은행 어린이공원,경기도 성남시 중원구 은행2동 1417-1,,2007-04-04,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-03-20,Y,Y,N,,2025-07-05
30236,주택단지,실외,분당구,삼평동,봇들마을2단지 이지더원 208동 앞 놀이터,경기도 성남시 분당구 판교로 393,,2009-03-02,민간,그네(1)+흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-10,Y,Y,N,,2025-07-05
30237,주택단지,실외,분당구,삼평동,봇들마을2단지 이지더원 213동 앞 놀이터,경기도 성남시 분당구 판교로 393,235,2009-03-02,민간,그네(1)+흔들놀이기구(7)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1),2023-02-10,Y,Y,N,031-729-5455,2025-07-05
30238,주택단지,실외,분당구,삼평동,봇들마을2단지 이지더원 관리동 옆 놀이터,경기도 성남시 분당구 판교로 393,230,2009-03-02,민간,흔들놀이기구(2)+충격흡수용표면재(고무바닥재)(1),2023-01-27,Y,Y,N,031-729-5455,2025-07-05
30414,주택단지,실외,분당구,야탑동,탑마을대우아파트 205동옆,경기도 성남시 분당구 판교로 421,238,2008-11-27,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-07,Y,Y,N,031-729-5455,2025-07-05
30645,도시공원,실외,수정구,복정동,복정어린이공원,경기도 성남시 수정구 복정동 635,,2008-12-18,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-30,Y,N,N,031-701-8270,2025-07-05
30646,도시공원,실외,수정구,복정동,복우물어린이공원,경기도 성남시 수정구 복정동 697,,2008-12-18,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-12,Y,Y,N,031-701-8270,2025-07-05
30647,도시공원,실외,수정구,복정동,기왓골 어린이공원,경기도 성남시 수정구 복정동 648,,2008-12-18,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-31,Y,Y,N,031-701-8270,2025-07-05
30649,주택단지,실외,분당구,서현동,시범단지 우성아파트 206동 놀이터,경기도 성남시 분당구 중앙공원로 54,,2008-12-15,민간,그네(1)+정글짐(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-05,Y,Y,N,031-701-8270,2025-07-05
30650,주택단지,실외,분당구,서현동,시범단지 우성아파트 207동 놀이터,경기도 성남시 분당구 중앙공원로 54,,2008-12-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-05,Y,Y,N,031-701-8270,2025-07-05
30651,주택단지,실외,분당구,서현동,시범단지 우성아파트 228동 놀이터,경기도 성남시 분당구 중앙공원로 54,,2008-12-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-05,Y,Y,N,031-701-8270,2025-07-05
30652,주택단지,실외,분당구,서현동,시범단지 우성아파트D(225동 놀이터),경기도 성남시 분당구 중앙공원로 54,,2008-12-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-05,Y,Y,N,031-701-8270,2025-07-05
30653,주택단지,실외,분당구,서현동,시범단지 우성아파트E(223동 놀이터),경기도 성남시 분당구 중앙공원로 54,426,2008-12-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2022-12-05,Y,Y,N,031-714-4367,2025-07-05
30654,주택단지,실외,분당구,서현동,시범단지 우성아파트F(218동 놀이터),경기도 성남시 분당구 중앙공원로 54,,2008-12-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-05,Y,Y,N,02-2662-6284,2025-07-05
30655,주택단지,실외,분당구,서현동,시범단지 우성아파트G(212동 놀이터),경기도 성남시 분당구 중앙공원로 54,,2008-12-15,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-05,Y,Y,N,02-2662-6284,2025-07-05
30661,주택단지,실외,분당구,정자동,느티마을 경남선경빌라 107동,경기도 성남시 분당구 황새울로132번길 27,275,2008-12-01,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-18,Y,Y,N,053-615-8882,2025-07-05
30665,주택단지,실외,분당구,운중동,산운마을8단지 부영아파트 중앙놀이터,경기도 성남시 분당구 산운로 98,205,2008-12-01,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-17,Y,Y,N,031-729-4384,2025-07-05
30666,주택단지,실외,분당구,운중동,산운마을8단지 부영아파트 804동 옆 놀이터,경기도 성남시 분당구 산운로 98,,2008-12-01,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-04-17,Y,Y,N,031-711-2060,2025-07-05
30803,주택단지,실외,중원구,성남동,성남중원금오아파트 놀이터,경기도 성남시 중원구 광명로42번길 23,,2001-09-27,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-10-13,Y,Y,N,02-401-6128,2025-07-05
30869,도시공원,실외,분당구,구미동,오리공원 놀이터,"경기도 성남시 분당구 구미동 193-1,2",,2009-09-03,공공,조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-14,Y,Y,N,,2025-07-05
30929,주택단지,실외,분당구,수내동,"양지마을금호1,6단지아파트 105동 놀이터",경기도 성남시 분당구 수내로 74,,1993-03-29,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-20,Y,Y,N,031-701-8061,2025-07-05
30952,주상복합,실외,분당구,정자동,분당파크뷰 603동 놀이터,경기도 성남시 분당구 정자동 6,,2010-12-22,민간,그네(1)+흔들놀이기구(3)+기타(1)+충격흡수용표면재(모래)(1),2023-04-10,Y,Y,N,031-711-2060,2025-07-05
31024,주택단지,실외,중원구,도촌동,도촌휴먼시아 섬마을1단지 116동 놀이터,경기도 성남시 중원구 도촌남로 22,,2010-11-01,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-21,Y,Y,N,,2025-07-05
31321,주택단지,실외,분당구,서현동,시범단지 현대아파트 (425동),경기도 성남시 분당구 중앙공원로 20,1937,2009-11-04,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-07-22,Y,Y,N,031-729-6455,2025-07-05
31626,주택단지,실외,분당구,수내동,"양지마을금호1,6단지아파트 관리동 놀이터",경기도 성남시 분당구 수내로 74,180,1993-03-29,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-20,Y,Y,N,031-729-2955,2025-07-05
31721,주택단지,실외,분당구,이매동,아름마을 풍림아파트 놀이터2(510동),경기도 성남시 분당구 탄천로 59,,2010-12-06,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-30,Y,Y,N,02-901-2388,2025-07-05
31774,도시공원,실외,중원구,대원동,하대원동 둔촌 어린이공원,경기도 성남시 중원구 하대원동 249-1,81,2007-04-04,공공,그네(2)+미끄럼틀(1)+공중놀이기구(1)+흔들놀이기구(1)+오르는기구(1)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-01,Y,Y,N,031-731-5512,2025-07-05
32018,주택단지,실외,분당구,금곡동,청솔마을 화인아파트 205동 앞 놀이터,경기도 성남시 분당구 정자일로 46,8,2010-12-16,민간,그네(1)+흔들놀이기구(4)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-08,Y,Y,N,031-734-0574,2025-07-05
32135,어린이집,실내,중원구,금광동,원광어린이집 실내놀이시설(공공),경기도 성남시 중원구 광명로 290-3,,2009-10-01,공공,조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-08-28,Y,Y,N,,2025-07-05
32396,주택단지,실외,분당구,삼평동,봇들마을7단지 709동 놀이터,경기도 성남시 분당구 동판교로 155,160,2009-06-25,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-25,Y,Y,N,031-701-4451,2025-07-05
32565,어린이집,실내,수정구,양지동,양지어린이집 놀이시설(공공),경기도 성남시 수정구 양지로35번길 4,,2009-06-10,공공,조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-05-12,Y,Y,N,,2025-07-05
32832,주택단지,실외,분당구,운중동,산운마을10단지 대광로제비앙1차 놀이터,경기도 성남시 분당구 판교원로81번길 15,,2009-06-17,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-11-21,Y,Y,N,,2025-07-05
33215,어린이집,실외,분당구,야탑동,야탑어린이집 실외놀이터(공공),경기도 성남시 분당구 판교로 546,,2009-06-18,공공,폐쇄형놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-03-03,Y,Y,N,,2025-07-05
33583,주택단지,실외,분당구,판교동,판교원마을8단지 상록아파트 807동 앞 놀이터,경기도 성남시 분당구 판교원로 255,,2009-05-25,민간,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-04,Y,Y,N,,2025-07-05
33584,주택단지,실외,분당구,판교동,판교원마을8단지 상록아파트 802동 앞 놀이터,경기도 성남시 분당구 판교원로 255,,2009-05-25,민간,흔들놀이기구(4)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-04,Y,Y,N,,2025-07-05
33888,주택단지,실외,분당구,삼평동,봇들마을4단지 휴먼시아 410동후면,경기도 성남시 분당구 동판교로 226,224.5,2009-06-23,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-01,Y,Y,N,031-729-4272,2025-07-05
33890,주택단지,실외,분당구,삼평동,봇들마을4단지 휴먼시아 404동좌측,경기도 성남시 분당구 동판교로 226,247,2009-06-23,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-09-01,Y,Y,N,031-729-4272,2025-07-05
34183,주택단지,실외,분당구,삼평동,봇들마을7단지 유아놀이터(705동),경기도 성남시 분당구 동판교로 155,963,2009-06-25,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-10-25,Y,Y,N,031-729-4272,2025-07-05
34348,도시공원,실외,수정구,신흥동,희망대공원 놀이터,경기도 성남시 수정구 공원로370번길 30,448,2010-07-28,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-07-27,Y,Y,N,031-729-4383,2025-07-05
34350,도시공원,실외,수정구,단대동,단대공원 놀이터(1),경기도 성남시 수정구 단대로16번길 25,540,2009-09-02,공공,그네(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-07-24,Y,Y,N,031-729-4384,2025-07-05
34351,도시공원,실외,수정구,산성동,단대공원 놀이터(2),경기도 성남시 수정구 산성동 510-3,1044,2009-09-02,공공,조합놀이대(2)+기타(1)+충격흡수용표면재(기타바닥재)(1),2024-06-19,Y,Y,N,031-729-4384,2025-07-05
34357,도시공원,실외,수정구,수진동,수진공원 놀이터,경기도 성남시 수정구 수진동 산 41-3,304,2009-09-03,공공,그네(1)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2024-05-16,Y,Y,N,031-729-4384,2025-07-05
34362,도시공원,실외,분당구,야탑동,상희공원 놀이터,경기도 성남시 분당구 야탑동 217,220,2009-05-06,공공,흔들놀이기구(7)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-16,Y,Y,N,031-729-4384,2025-07-05
34363,도시공원,실외,분당구,분당동,태현공원 놀이터,경기도 성남시 분당구 분당동 88,1338,2009-09-03,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-16,Y,Y,N,031-729-4384,2025-07-05
34364,도시공원,실외,분당구,정자동,능골공원 물이용놀이터,경기도 성남시 분당구 정자2동 103,298.3,2009-08-31,공공,흔들놀이기구(3)+물이용놀이기구(조합놀이대형)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-14,Y,Y,Y,031-729-7462,2025-07-05
34365,도시공원,실외,분당구,구미동,벌말공원 놀이터,경기도 성남시 분당구 구미동 67,313,2009-09-03,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-14,Y,Y,N,031-729-7462,2025-07-05
34368,도시공원,실외,분당구,구미동,구미공원 놀이터,경기도 성남시 분당구 금곡로 90,,2009-05-06,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-08-14,Y,Y,N,031-711-2060,2025-07-05
34369,도시공원,실외,분당구,율동,율동공원 놀이터(1),경기도 성남시 분당구 문정로 145,,2009-09-03,공공,오르는기구(2)+조합놀이대(3)+충격흡수용표면재(모래)(1),2023-08-16,Y,Y,N,031-711-2060,2025-07-05
34585,도시공원,실외,분당구,정자동,봉우재(52호) 어린이공원,경기도 성남시 분당구 정자동 145,450,2010-11-22,공공,흔들놀이기구(3)+건너는기구(1)+조합놀이대(3)+기타(1)+충격흡수용표면재(모래)(2),2022-11-25,Y,Y,N,031-980-2414,2025-07-05
34586,도시공원,실외,분당구,금곡동,청솔(58호) 어린이공원,경기도 성남시 분당구 금곡동 146,200.1,1995-01-01,공공,흔들놀이기구(6)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-25,Y,Y,N,031-712-4083,2025-07-05
34595,주택단지,실외,수정구,양지동,양우내안에아파트 놀이터,경기도 성남시 수정구 논골로 24,,2010-11-24,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-14,Y,Y,N,02-995-0418/0253,2025-07-05
34598,주택단지,실외,분당구,수내동,"양지마을금호1,6단지아파트 115동 놀이터",경기도 성남시 분당구 수내로 74,,1993-03-29,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-20,Y,Y,N,031-8017-7475,2025-07-05
34599,주택단지,실외,분당구,수내동,"양지마을금호1,6단지아파트 602동 놀이터",경기도 성남시 분당구 수내로 74,,1993-03-29,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-05-20,Y,Y,N,031-228-8474,2025-07-05
34806,주택단지,실외,분당구,서현동,효자촌삼환아파트 505동 놀이터,경기도 성남시 분당구 불정로 361,,2010-12-20,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-13,Y,Y,N,,2025-07-05
34807,주택단지,실외,분당구,서현동,효자촌삼환아파트 502동 놀이터,경기도 성남시 분당구 불정로 361,,2010-12-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-13,Y,Y,N,,2025-07-05
34808,주택단지,실외,분당구,서현동,효자촌삼환아파트 511동 놀이터,경기도 성남시 분당구 불정로 361,,2010-12-20,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-13,Y,Y,N,,2025-07-05
34809,주택단지,실외,분당구,이매동,이매촌삼성아파트 1024동 놀이터,경기도 성남시 분당구 양현로 220,,2010-12-20,민간,그네(1)+흔들놀이기구(1)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-19,Y,Y,N,055-831-2114,2025-07-05
34810,주택단지,실외,분당구,이매동,이매촌삼성아파트 1015동 놀이터,경기도 성남시 분당구 양현로 220,,2010-12-20,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-19,Y,Y,N,064-712-3711,2025-07-05
34811,주택단지,실외,분당구,이매동,이매촌삼성아파트 1008동 놀이터,경기도 성남시 분당구 양현로 220,125,2010-12-20,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-19,Y,Y,N,031-722-1272,2025-07-05
34812,주택단지,실외,분당구,이매동,이매촌삼성아파트 1002동 놀이터,경기도 성남시 분당구 양현로 220,,2010-12-20,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-19,Y,Y,N,031-753-4450,2025-07-05
34813,주택단지,실외,분당구,이매동,이매촌삼성아파트 1014동 놀이터,경기도 성남시 분당구 양현로 220,,2010-12-20,민간,그네(1)+흔들놀이기구(2)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-19,Y,Y,N,031-756-1014,2025-07-05
34877,어린이집,실외,수정구,신흥동,신흥어린이집 놀이터(공공),경기도 성남시 수정구 탄리로52번길 32,43.3095,2010-11-26,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-03,Y,Y,N,031-703-9855,2025-07-05
34955,주택단지,실외,중원구,하대원,태연스카이빌아파트 놀이터,경기도 성남시 중원구 둔촌대로 274,,2010-11-04,민간,흔들놀이기구(3)+오르는기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2023-06-26,Y,Y,N,,2025-07-05
